ChEMBL ID,CMPD ID,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL2367535,103281,0,1758.68,6,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1756.6031,None,C86H98Cl2N10O26,CN[C@@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@@](C)(N)[C@@H](O)[C@@H](C)O3)c3cccc(c3)Oc3cc2cc(c3O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2C[C@@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,LQSXGFPYSNSEEV-ZCHHEZEASA-N
CHEMBL2370216,103282,0,1143.94,6,7,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1142.2827,None,C53H52Cl2N8O17,CN[C@@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)C1O,JHIKFOISFAQTJQ-JTFLOYCJSA-N
CHEMBL2370215,103283,0,1109.5,6,7,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1108.3217,None,C53H53ClN8O17,CN[C@@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(cc3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)C1O,RWFDKJBPMLNBSI-BWUWFBBDSA-N
CHEMBL2370589,103284,0,1548.25,2,3,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1546.7528,None,C80H103ClN16O14,CN[C@@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(NC(C)=O)cc1)NC(=O)[C@H](Cc1ccc(NC(C)=O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(N)=O,YPAXJLKEATXHQW-GHSRHIAPSA-N
CHEMBL2374168,103285,0,1756.71,6,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1754.6238,None,C87H100Cl2N10O25,CN[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@](C)(C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](C[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@](C)(Nc3ccc(-c4ccccc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,XDYXURFZFKYLBA-KBSLJKGFSA-N
CHEMBL4299457,103286,0,2568.44,2,5,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,2564.8999,None,C124H144Cl4N20O32+2,CN[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H]2C(=O)N[C@@H]3C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCNC(=O)[C@H]4NC(=O)[C@@H]5NC(=O)[C@@H](NC(=O)[C@H]6NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](O)c7ccc(c(Cl)c7)Oc7cc6cc(c7O)Oc6ccc(cc6Cl)[C@@H]5O)c5ccc(O)c(c5)-c5c(O)cc(O)cc54)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)[C@@H]1O,OAOIHVGWUZPEMY-SQXIIMFDSA-P
CHEMBL4299418,103287,0,2396.12,2,5,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,2392.707,None,C114H120Cl4N18O32,CN[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H]2C(=O)N[C@@H]3C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCCCCCCNC(=O)[C@H]4NC(=O)[C@@H]5NC(=O)[C@@H](NC(=O)[C@H]6NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](O)c7ccc(c(Cl)c7)Oc7cc6cc(c7O)Oc6ccc(cc6Cl)[C@@H]5O)c5ccc(O)c(c5)-c5c(O)cc(O)cc54)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)[C@@H]1O,YPBWPYFENZIKPL-HFNIXLFWSA-N
CHEMBL2372757,103288,0,2056.32,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,2054.9468,None,C107H126N22O21,CN[C@H](CC(C)C)C(=O)N[C@@H]1Cc2ccc(cc2)Oc2cc(ccc2O)C(C(=O)N[C@@H](CN)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2Cc3[nH]c4ccccc4c3C[C@H]2C(=O)NCC(O)CNC(=O)[C@@H]2Cc3c([nH]c4ccccc34)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CN)NC(=O)C2NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)Cc3ccc(cc3)Oc3cc2ccc3O)NC(=O)[C@H](CC(N)=O)NC1=O,IWPXPZGHSIXNHF-MBCIYFQRSA-N
CHEMBL2374173,103289,0,1805.18,6,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1802.6005,None,C88H101Cl3N10O25,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@](C)(C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](C[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,XXSPGTROKBPRHI-WWHSCCBMSA-N
CHEMBL2374170,103290,0,1604.51,4,4,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1602.5612,None,C75H92Cl2N10O25,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@](C)(C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](C[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@](C)(N)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,VQUCZXFKZZZTDO-WKGSOTRXSA-N
CHEMBL2374171,103291,0,1786.73,6,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1784.6344,None,C88H102Cl2N10O26,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@](C)(C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](C[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@](C)(NCc3ccc(Oc4ccccc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,KTBXNZJDHWGMAB-RZJMGZJCSA-N
CHEMBL2304061,103292,0,1648.96,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1646.4855,None,C79H85Cl3N10O23,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)NCc4ccc(-c5ccc(Cl)cc5)cc4)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,JJSGBTAAYXOMPW-BLYZDAAASA-N
CHEMBL2304060,103293,0,1649.94,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1647.4695,None,C79H84Cl3N9O24,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,NUGCUVZKRIIKBF-BLYZDAAASA-N
CHEMBL2374178,103294,0,1728.57,2,4,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1726.5197,None,C83H88Cl2N10O27,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2C[C@](C)(NC(=O)OCC3c4ccccc4-c4ccccc43)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,KVDKBSYSPOAMJO-NSERLKAQSA-N
CHEMBL2304150,103295,0,1628.54,5,8,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1626.5401,None,C80H88Cl2N10O23,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc4ccc(-c5ccc(C)cc5)cc4)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,ONPYPASVNFTGJV-BILMTINISA-N
CHEMBL2367537,103296,0,1757.7,5,8,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1755.6191,None,C86H99Cl2N11O25,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc4ccc(-c5ccc(Cl)cc5)cc4)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@@](C)(N)[C@@H](O)[C@@H](C)O3)c3cccc(c3)Oc3cc2cc(c3O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2C[C@@](C)(N)[C@@H](O)[C@@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,IDQYYYDWNUGMHH-HJMLQDDZSA-N
CHEMBL2304315,103297,0,1723.25,6,7,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1721.658,None,C86H100ClN11O25,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc4ccc(-c5ccccc5)cc4)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(cc3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,FTKLBNQSIWHLQN-ARGMFWMLSA-N
CHEMBL4297645,103298,2,1983.29,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1980.5009,None,C87H95Cl3N16O28S2,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCCCO/N=C(\C(=O)N[C@@H]4C(=O)N5C(C(=O)[O-])=C(C[n+]6ccccc6)CS[C@H]45)c4nc(N)sc4Cl)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,OGUAFUAJSPORAH-KHCCTVBNSA-N
CHEMBL2367541,103299,0,1787.72,5,8,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1785.6296,None,C87H101Cl2N11O26,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)c(CNCc5ccc(-c6ccc(Cl)cc6)cc5)c(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@@](C)(N)[C@@H](O)[C@@H](C)O3)c3cccc(c3)Oc3cc2cc(c3O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2C[C@@](C)(N)[C@@H](O)[C@@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,WESSIBXALCHIDZ-NRHLVLARSA-N
CHEMBL2304314,103300,0,1787.72,6,7,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1785.6296,None,C87H101Cl2N11O26,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)c(CNCc5ccc(-c6ccc(Cl)cc6)cc5)c(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(cc3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,XRBKNTXSBQXXGW-SSPONTBMSA-N
CHEMBL2348230,103301,0,1109.5,3,5,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1108.3217,None,C53H53ClN8O17,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2)[C@H]1O,MFOYDZWEKSSUNM-DSQNRWRUSA-N
CHEMBL2348228,103302,0,1188.4,3,3,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1186.2322,None,C53H52BrClN8O17,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2Br)[C@H]1O,ZXDXBVJIDPUYBL-YZANBJIASA-N
CHEMBL2348229,103303,0,1125.5,3,3,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1124.3166,None,C53H53ClN8O18,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2O)[C@H]1O,GSLDEXFRFWYRQU-NUBXCZKOSA-N
CHEMBL2029147,103304,0,3044.82,4,5,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,3040.8828,None,C138H160Cl4N18O48S2,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O[C@@H]2C[C@@](C)(NCCCSSCCCN[C@@]3(C)CC(O[C@H]4[C@@H](O)[C@@H](O)[C@H](CO)O[C@@H]4Oc4c5cc6cc4Oc4ccc(cc4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]6C(=O)N[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c6cc(O)cc(O)c6-c6cc4ccc6O)[C@H](O)c4ccc(c(Cl)c4)O5)O[C@H](C)[C@H]3O)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,ITVZJOQMCVKXFI-BKNMRUJSSA-N
CHEMBL2367532,103305,0,1414.83,6,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1413.4692,None,C66H76ClN9O24,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3cccc(c3)Oc3cc2cc(c3O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2C[C@@](C)(N)[C@@H](O)[C@@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,UDPSEBLUCKOAOP-DZJSERIISA-N
CHEMBL1688530,103306,4,1793.12,29,338,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1790.5641,None,C86H97Cl3N10O26,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,VHFGEBVPHAGQPI-LXKZPTCJSA-N
CHEMBL3989766,103307,4,1989.11,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1790.5641,None,C86H103Cl3N10O34P2,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.O=P(O)(O)O.O=P(O)(O)O,PWTROOMOPLCZHB-BHYQHFGMSA-N
CHEMBL2348240,103308,0,1179.63,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1178.4,None,C58H63ClN8O17,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2)[C@H]1O,NZRMXFATTYQIMV-NGECEJPISA-N
CHEMBL2348235,103309,0,1224.63,3,3,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1223.385,None,C58H62ClN9O19,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2[N+](=O)[O-])[C@H]1O,MYNSQFFQWPYGLQ-AVEOOKLLSA-N
CHEMBL2348231,103310,0,1223.45,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1222.4069,None,C58H64BClN8O19,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2B(O)O)[C@H]1O,CINRCGILYUKTHT-ZNIINTJFSA-N
CHEMBL2348232,103311,0,1258.53,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1256.3105,None,C58H62BrClN8O17,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2Br)[C@H]1O,ARSHIMNOOSYNDC-ZNIINTJFSA-N
CHEMBL2348239,103312,0,1204.64,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1203.3952,None,C59H62ClN9O17,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2C#N)[C@H]1O,OMAXYDQVKPLRNQ-VBXVLFOWSA-N
CHEMBL2348236,103313,0,1237.67,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1236.4054,None,C60H65ClN8O19,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2C(=O)OC)[C@H]1O,WJPIETPZGSLBDD-VBXVLFOWSA-N
CHEMBL2348243,103314,0,1247.63,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1246.3874,None,C59H62ClF3N8O17,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2C(F)(F)F)[C@H]1O,DUXHFRPQTYIBLM-ZNIINTJFSA-N
CHEMBL2348242,103315,0,1193.66,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1192.4156,None,C59H65ClN8O17,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2C)[C@H]1O,FMBIFNAAOOMIGS-VBXVLFOWSA-N
CHEMBL2348237,103316,0,1305.53,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1304.2966,None,C58H62ClIN8O17,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)c4cc(OC)cc(OC)c4-c4cc3ccc4OC)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC)Oc2ccc(cc2I)[C@H]1O,LBFCNCIXSCOGIO-ZNIINTJFSA-N
